Date,No of Persons,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER
3,282,28.2,2.2,7.05,2.7,15.10714286,1.3,14.1,4.3,20.14285714,1.8,36.25714286,2.8,8.057142857,0,25.17857143,7.1,30.21428571,2,49.35,1,221.5714286,7.9,2.014285714,0.3,40.28571429,1.5,906.4285714,16.3,6.042857143,1.9,40.28571429,4.3,49.35,3.6,1007.142857,10.7,221.5714286,9.3,10.07142857,1.2,2.517857143,0
4,272,27.2,3.6,6.8,2.1,14.57142857,3.9,13.6,3.4,19.42857143,3.9,34.97142857,2.9,7.771428571,0,24.28571429,6.5,29.14285714,4.3,47.6,1,213.7142857,9.3,1.942857143,0.4,38.85714286,1.1,874.2857143,12.3,5.828571429,1.7,38.85714286,2,47.6,4,971.4285714,13.8,213.7142857,6.3,9.714285714,2.9,2.428571429,0.4
5,283,28.3,2.4,7.075,1.5,15.16071429,2,14.15,1,20.21428571,4.9,36.38571429,1.6,8.085714286,0,25.26785714,9.1,30.32142857,4.6,49.525,1.6,222.3571429,10.8,2.021428571,0.4,40.42857143,1.6,909.6428571,15.4,6.064285714,2.2,40.42857143,4,49.525,5.8,1010.714286,8.6,222.3571429,7.5,10.10714286,2.4,2.526785714,0.7
6,275,27.5,6.7,6.875,4.9,14.73214286,4.9,13.75,8.7,19.64285714,8.9,35.35714286,3.3,7.857142857,0,24.55357143,12.2,29.46428571,8.8,48.125,13.2,216.0714286,11,1.964285714,1.2,39.28571429,4.1,883.9285714,20.9,5.892857143,3.8,39.28571429,13.3,48.125,13.8,982.1428571,20,216.0714286,11.9,9.821428571,5.8,2.455357143,1
7,294,29.4,7.4,7.35,3.9,15.75,4.5,14.7,7.4,21,6.1,37.8,3.9,8.4,0,26.25,14.1,31.5,7.1,51.45,13.6,231,11.2,2.1,0.8,42,6,945,17.1,6.3,3.1,42,14.4,51.45,12.9,1050,14.8,231,12.4,10.5,4,2.625,1
1,263,26.3,2.9,6.575,2.7,14.08928571,1.8,13.15,2.8,18.78571429,4.1,33.81428571,1.7,7.514285714,0,23.48214286,7.3,28.17857143,3.3,46.025,1.6,206.6428571,5.1,1.878571429,0.1,37.57142857,3.5,845.3571429,14.9,5.635714286,2,37.57142857,3.1,46.025,5.1,939.2857143,9.9,206.6428571,6.8,9.392857143,2.9,2.348214286,0.3
2,289,28.9,7.8,7.225,3.4,15.48214286,8.2,14.45,5.6,20.64285714,7.5,37.15714286,3.3,8.257142857,0,25.80357143,12.7,30.96428571,8.4,50.575,12.4,227.0714286,12.3,2.064285714,0.5,41.28571429,7,928.9285714,20.7,6.192857143,3.8,41.28571429,20.1,50.575,14.4,1032.142857,14.9,227.0714286,15.7,10.32142857,4.9,2.580357143,1
3,304,30.4,5.9,7.6,3,16.28571429,5.6,15.2,5.5,21.71428571,8.1,39.08571429,3.7,8.685714286,0,27.14285714,15.9,32.57142857,6.7,53.2,9,238.8571429,12.7,2.171428571,0.5,43.42857143,4.5,977.1428571,23.2,6.514285714,3,43.42857143,9.5,53.2,12.7,1085.714286,20.8,238.8571429,13.2,10.85714286,4.4,2.714285714,1
4,277,27.7,7.6,6.925,4.8,14.83928571,6.3,13.85,5.7,19.78571429,5,35.61428571,3.9,7.914285714,0,24.73214286,12.5,29.67857143,6.4,48.475,9.9,217.6428571,11.5,1.978571429,0.8,39.57142857,4.1,890.3571429,25.9,5.935714286,3.7,39.57142857,16.5,48.475,14,989.2857143,15.2,217.6428571,11.6,9.892857143,4.2,2.473214286,1
5,255,25.5,6,6.375,3.3,13.66071429,4.5,12.75,8.1,18.21428571,8.3,32.78571429,3.9,7.285714286,0,22.76785714,13.4,27.32142857,8.9,44.625,10.5,200.3571429,11.6,1.821428571,1,36.42857143,7.7,819.6428571,18.3,5.464285714,3.8,36.42857143,13.7,44.625,9.7,910.7142857,17.3,200.3571429,13.2,9.107142857,5.2,2.276785714,1
6,276,27.6,5.4,6.9,4.2,14.78571429,8.5,13.8,8,19.71428571,5.6,35.48571429,3.2,7.885714286,0,24.64285714,13.4,29.57142857,6.8,48.3,15.8,216.8571429,12.9,1.971428571,0.7,39.42857143,4.8,887.1428571,26.7,5.914285714,3.8,39.42857143,20.6,48.3,8.9,985.7142857,17.3,216.8571429,11.5,9.857142857,5.7,2.464285714,1
7,304,30.4,2.5,7.6,2.2,16.28571429,2.6,15.2,1.7,21.71428571,4.7,39.08571429,1.8,8.685714286,0,27.14285714,6.8,32.57142857,3.5,53.2,6.8,238.8571429,5.3,2.171428571,0.4,43.42857143,2.9,977.1428571,9.5,6.514285714,1.8,43.42857143,7.3,53.2,6.4,1085.714286,6.1,238.8571429,9,10.85714286,2.5,2.714285714,0.7
1,257,25.7,5,6.425,4.9,13.76785714,8.4,12.85,8,18.35714286,5.8,33.04285714,3.2,7.342857143,0,22.94642857,13.1,27.53571429,7.7,44.975,9.3,201.9285714,13,1.835714286,0.7,36.71428571,6.4,826.0714286,18.1,5.507142857,3,36.71428571,11.6,44.975,14.7,917.8571429,15.7,201.9285714,14.7,9.178571429,4.5,2.294642857,1
2,280,28,8.3,7,4.3,15,5.3,14,6.2,20,8,36,3.6,8,0,25,15.9,30,6.1,49,15,220,13.2,2,0.5,40,5.9,900,24.2,6,3.3,40,20.7,49,13.6,1000,16,220,13.5,10,5.3,2.5,1
3,299,29.9,3.4,7.475,2.4,16.01785714,2.8,14.95,1.1,21.35714286,4.6,38.44285714,1.6,8.542857143,0,26.69642857,10.3,32.03571429,4.1,52.325,4.2,234.9285714,7.2,2.135714286,0.3,42.71428571,1.2,961.0714286,14.4,6.407142857,2,42.71428571,2.9,52.325,0.3,1067.857143,7.2,234.9285714,6.5,10.67857143,2.7,2.669642857,0.8
4,253,25.3,6,6.325,3.5,13.55357143,4.7,12.65,5,18.07142857,8.5,32.52857143,3.6,7.228571429,0,22.58928571,13.6,27.10714286,8.4,44.275,14.5,198.7857143,12.2,1.807142857,0.6,36.14285714,5.1,813.2142857,25.4,5.421428571,3.7,36.14285714,9.8,44.275,14.6,903.5714286,18,198.7857143,15.5,9.035714286,3.4,2.258928571,1
5,255,25.5,1.3,6.375,1.6,13.66071429,3.4,12.75,3.4,18.21428571,3.9,32.78571429,1.2,7.285714286,0,22.76785714,6.3,27.32142857,5.3,44.625,2.4,200.3571429,7.4,1.821428571,0.2,36.42857143,2.4,819.6428571,15.4,5.464285714,1.9,36.42857143,2.1,44.625,1.6,910.7142857,13.5,200.3571429,8.4,9.107142857,2.6,2.276785714,0
6,282,28.2,6.3,7.05,4,15.10714286,6.3,14.1,9.9,20.14285714,6.6,36.25714286,3.1,8.057142857,0,25.17857143,15.1,30.21428571,8.9,49.35,13.8,221.5714286,13.9,2.014285714,0.9,40.28571429,6.2,906.4285714,20.7,6.042857143,3,40.28571429,20.6,49.35,12.2,1007.142857,20.9,221.5714286,12.1,10.07142857,4,2.517857143,1
7,282,28.2,5.9,7.05,4.9,15.10714286,8.7,14.1,5.4,20.14285714,7.8,36.25714286,3.1,8.057142857,0,25.17857143,11.6,30.21428571,8.4,49.35,10,221.5714286,13.6,2.014285714,0.8,40.28571429,6.4,906.4285714,26.3,6.042857143,3.3,40.28571429,16.9,49.35,9.4,1007.142857,21.6,221.5714286,14.7,10.07142857,5.3,2.517857143,1
1,272,27.2,8.6,6.8,4.5,14.57142857,5.3,13.6,9,19.42857143,6.9,34.97142857,3.4,7.771428571,0,24.28571429,13.5,29.14285714,6.1,47.6,14.3,213.7142857,13.6,1.942857143,1.1,38.85714286,7.8,874.2857143,22.7,5.828571429,3.7,38.85714286,19.8,47.6,8.5,971.4285714,17.4,213.7142857,13.7,9.714285714,3.2,2.428571429,1
2,293,29.3,5.3,7.325,4.7,15.69642857,5.4,14.65,5.5,20.92857143,6.3,37.67142857,3.3,8.371428571,0,26.16071429,15.6,31.39285714,8.5,51.275,15,230.2142857,11.6,2.092857143,1.1,41.85714286,5.3,941.7857143,23.8,6.278571429,3.3,41.85714286,20.8,51.275,9.6,1046.428571,16.8,230.2142857,14.8,10.46428571,5.3,2.616071429,1
3,302,30.2,6.6,7.55,4.1,16.17857143,4.2,15.1,6.8,21.57142857,9.4,38.82857143,3.8,8.628571429,0,26.96428571,15.2,32.35714286,7.5,52.85,14.6,237.2857143,13.5,2.157142857,1.1,43.14285714,5.4,970.7142857,24.3,6.471428571,3.8,43.14285714,12.6,52.85,10.6,1078.571429,14.5,237.2857143,13.7,10.78571429,4.1,2.696428571,1
4,285,28.5,3.8,7.125,2.7,15.26785714,3.7,14.25,1.3,20.35714286,2.2,36.64285714,2,8.142857143,0,25.44642857,8,30.53571429,5.1,49.875,4.8,223.9285714,7.2,2.035714286,0.1,40.71428571,2.1,916.0714286,14,6.107142857,1.2,40.71428571,3.5,49.875,7.5,1017.857143,13.1,223.9285714,10.5,10.17857143,2.9,2.544642857,0.4
5,302,30.2,6.3,7.55,4.9,16.17857143,6.5,15.1,8.7,21.57142857,6.6,38.82857143,3.9,8.628571429,0,26.96428571,11.5,32.35714286,7.5,52.85,12.6,237.2857143,11.6,2.157142857,0.7,43.14285714,6.5,970.7142857,25.9,6.471428571,3.4,43.14285714,9.5,52.85,13.6,1078.571429,14.6,237.2857143,11.1,10.78571429,4.9,2.696428571,1
6,269,26.9,8.7,6.725,3.9,14.41071429,8.1,13.45,9.1,19.21428571,8.7,34.58571429,3.4,7.685714286,0,24.01785714,11.9,28.82142857,7.9,47.075,9.9,211.3571429,11.5,1.921428571,1.2,38.42857143,5,864.6428571,25,5.764285714,3.6,38.42857143,15.8,47.075,12.4,960.7142857,14.3,211.3571429,13.5,9.607142857,5.4,2.401785714,1
7,268,26.8,6.9,6.7,3.5,14.35714286,6.4,13.4,5.1,19.14285714,8.7,34.45714286,3.5,7.657142857,0,23.92857143,11.1,28.71428571,6.1,46.9,11.4,210.5714286,11.4,1.914285714,0.9,38.28571429,7.4,861.4285714,18.4,5.742857143,3.6,38.28571429,20,46.9,13.8,957.1428571,20.2,210.5714286,14.6,9.571428571,5,2.392857143,1
1,305,30.5,7.2,7.625,3.2,16.33928571,4.3,15.25,7.6,21.78571429,5.3,39.21428571,3,8.714285714,0,27.23214286,13.2,32.67857143,8.3,53.375,10.2,239.6428571,12.4,2.178571429,0.6,43.57142857,6.3,980.3571429,19.1,6.535714286,3.5,43.57142857,17.3,53.375,13.5,1089.285714,21.2,239.6428571,13,10.89285714,4.5,2.723214286,1
2,277,27.7,8.3,6.925,4.3,14.83928571,7,13.85,7.2,19.78571429,7,35.61428571,3.3,7.914285714,0,24.73214286,11.8,29.67857143,7.9,48.475,13.4,217.6428571,11.7,1.978571429,0.9,39.57142857,6,890.3571429,20.2,5.935714286,3.2,39.57142857,16.2,48.475,8.4,989.2857143,16.6,217.6428571,14,9.892857143,4.6,2.473214286,1
3,288,28.8,6.6,7.2,4.2,15.42857143,5.5,14.4,6,20.57142857,7.5,37.02857143,3.2,8.228571429,0,25.71428571,13.1,30.85714286,6.8,50.4,10.5,226.2857143,13.9,2.057142857,1.1,41.14285714,7.8,925.7142857,17.3,6.171428571,3,41.14285714,19.6,50.4,8,1028.571429,21.9,226.2857143,12.4,10.28571429,5.2,2.571428571,1
4,283,28.3,7,7.075,3.5,15.16071429,8.6,14.15,8.6,20.21428571,7.4,36.38571429,3.3,8.085714286,0,25.26785714,15,30.32142857,6.6,49.525,11.1,222.3571429,11.8,2.021428571,0.9,40.42857143,6.8,909.6428571,20.6,6.064285714,3.2,40.42857143,9.9,49.525,8.3,1010.714286,17.1,222.3571429,12.2,10.10714286,4.9,2.526785714,1
5,292,29.2,5.2,7.3,4,15.64285714,4.2,14.6,6.3,20.85714286,8.5,37.54285714,3.1,8.342857143,0,26.07142857,11.9,31.28571429,7.5,51.1,13.2,229.4285714,13,2.085714286,0.9,41.71428571,4.2,938.5714286,26,6.257142857,3.6,41.71428571,8.3,51.1,12.2,1042.857143,21.8,229.4285714,11.8,10.42857143,3,2.607142857,1
6,276,27.6,7.8,6.9,3.4,14.78571429,5.4,13.8,8.7,19.71428571,9.1,35.48571429,3.4,7.885714286,0,24.64285714,11.2,29.57142857,6.5,48.3,9.6,216.8571429,13,1.971428571,0.6,39.42857143,7.3,887.1428571,23.7,5.914285714,3.9,39.42857143,10.5,48.3,12.5,985.7142857,16.7,216.8571429,15.4,9.857142857,3.4,2.464285714,1
7,304,30.4,7.1,7.6,4,16.28571429,4.1,15.2,8.6,21.71428571,5.6,39.08571429,3.8,8.685714286,0,27.14285714,11.2,32.57142857,7,53.2,12.6,238.8571429,11.5,2.171428571,0.5,43.42857143,6.2,977.1428571,19.3,6.514285714,3.8,43.42857143,11.6,53.2,11.5,1085.714286,14.8,238.8571429,12.4,10.85714286,5.4,2.714285714,1
1,268,26.8,3.4,6.7,1.4,14.35714286,2.1,13.4,2.9,19.14285714,3.1,34.45714286,2.2,7.657142857,0,23.92857143,9.6,28.71428571,2.3,46.9,8.6,210.5714286,6,1.914285714,0.2,38.28571429,3.9,861.4285714,12.2,5.742857143,2.6,38.28571429,5.4,46.9,6.1,957.1428571,10.3,210.5714286,10.9,9.571428571,2.4,2.392857143,0.3
2,260,26,1.3,6.5,2.7,13.92857143,1.9,13,1.7,18.57142857,1.1,33.42857143,1.4,7.428571429,0,23.21428571,6.1,27.85714286,4.8,45.5,5.6,204.2857143,5.8,1.857142857,0.3,37.14285714,2.6,835.7142857,9.3,5.571428571,2.6,37.14285714,3.7,45.5,6.5,928.5714286,8.5,204.2857143,10.9,9.285714286,1.1,2.321428571,0
3,267,26.7,4.7,6.675,2.4,14.30357143,1.8,13.35,3.2,19.07142857,2.8,34.32857143,2.7,7.628571429,0,23.83928571,4.5,28.60714286,2.5,46.725,4.5,209.7857143,10.9,1.907142857,0.3,38.14285714,2.3,858.2142857,16.5,5.721428571,2.2,38.14285714,5.1,46.725,0.5,953.5714286,13.8,209.7857143,10.1,9.535714286,1.6,2.383928571,0.6
4,275,27.5,1.7,6.875,1.5,14.73214286,2,13.75,3.3,19.64285714,2.8,35.35714286,2,7.857142857,0,24.55357143,9.7,29.46428571,4.6,48.125,2.6,216.0714286,5.8,1.964285714,0.1,39.28571429,3.3,883.9285714,13.7,5.892857143,2.5,39.28571429,3.9,48.125,3.2,982.1428571,12.1,216.0714286,8.2,9.821428571,2.9,2.455357143,0.3
5,290,29,1.7,7.25,2.1,15.53571429,3.4,14.5,2.5,20.71428571,1.3,37.28571429,1.7,8.285714286,0,25.89285714,10,31.07142857,5.3,50.75,1.8,227.8571429,4,2.071428571,0.4,41.42857143,1.6,932.1428571,10.7,6.214285714,1.6,41.42857143,4.6,50.75,0.4,1035.714286,12,227.8571429,6.6,10.35714286,2,2.589285714,0.4
6,289,28.9,4.3,7.225,2.3,15.48214286,3.9,14.45,1,20.64285714,4.5,37.15714286,2.6,8.257142857,0,25.80357143,10.9,30.96428571,2.2,50.575,7.1,227.0714286,4.1,2.064285714,0.3,41.28571429,1.9,928.9285714,11.2,6.192857143,2,41.28571429,6.6,50.575,4.2,1032.142857,7.8,227.0714286,9.4,10.32142857,1.5,2.580357143,0.9
7,261,26.1,5.5,6.525,4.1,13.98214286,4.8,13.05,7,18.64285714,5.4,33.55714286,3.3,7.457142857,0,23.30357143,12.8,27.96428571,7.4,45.675,9.2,205.0714286,12.4,1.864285714,0.6,37.28571429,6.8,838.9285714,20.7,5.592857143,3.1,37.28571429,10,45.675,12.5,932.1428571,19.9,205.0714286,12.9,9.321428571,4.3,2.330357143,1
1,301,30.1,5.1,7.525,3.5,16.125,8.1,15.05,8.3,21.5,9.4,38.7,3.9,8.6,0,26.875,13.3,32.25,8.1,52.675,15.9,236.5,13,2.15,0.9,43,6.2,967.5,24.9,6.45,3.6,43,19.7,52.675,12.1,1075,21.4,236.5,15.7,10.75,5.1,2.6875,1
2,272,27.2,3.1,6.8,2.6,14.57142857,3.9,13.6,1.8,19.42857143,2.6,34.97142857,1.8,7.771428571,0,24.28571429,5.7,29.14285714,5.1,47.6,3,213.7142857,4.8,1.942857143,0.2,38.85714286,3.3,874.2857143,16.9,5.828571429,2.8,38.85714286,7.2,47.6,1.6,971.4285714,10.5,213.7142857,8.9,9.714285714,1.5,2.428571429,0.9
3,269,26.9,6.7,6.725,4.9,14.41071429,4.8,13.45,7,19.21428571,5.3,34.58571429,3.9,7.685714286,0,24.01785714,11.9,28.82142857,7.3,47.075,11.5,211.3571429,12.2,1.921428571,1,38.42857143,4.7,864.6428571,19.2,5.764285714,3.3,38.42857143,16.4,47.075,9.3,960.7142857,17.3,211.3571429,12.9,9.607142857,4,2.401785714,1
4,274,27.4,5.5,6.85,4.3,14.67857143,6,13.7,9.4,19.57142857,6.2,35.22857143,3.9,7.828571429,0,24.46428571,11.6,29.35714286,6.6,47.95,12.3,215.2857143,12.2,1.957142857,0.9,39.14285714,5.3,880.7142857,17.9,5.871428571,3.2,39.14285714,9.2,47.95,13.5,978.5714286,19.1,215.2857143,12.6,9.785714286,5.1,2.446428571,1
5,295,29.5,5.1,7.375,4.2,15.80357143,8.7,14.75,6.8,21.07142857,7,37.92857143,3.6,8.428571429,0,26.33928571,14.6,31.60714286,6.7,51.625,9.3,231.7857143,13.2,2.107142857,0.5,42.14285714,5.5,948.2142857,23.6,6.321428571,3.5,42.14285714,20.5,51.625,9.5,1053.571429,21.1,231.7857143,11.2,10.53571429,5.9,2.633928571,1
6,275,27.5,6.8,6.875,4.5,14.73214286,7.5,13.75,9.3,19.64285714,6.5,35.35714286,3.5,7.857142857,0,24.55357143,14.8,29.46428571,7.5,48.125,12.9,216.0714286,12.5,1.964285714,1,39.28571429,7.5,883.9285714,17.1,5.892857143,3.8,39.28571429,15.4,48.125,10,982.1428571,17.4,216.0714286,11.4,9.821428571,5.7,2.455357143,1
7,296,29.6,2.2,7.4,1,15.85714286,3.3,14.8,4.5,21.14285714,4.9,38.05714286,2.9,8.457142857,0,26.42857143,6.9,31.71428571,3.6,51.8,4.2,232.5714286,6.3,2.114285714,0.2,42.28571429,3,951.4285714,15.1,6.342857143,1.9,42.28571429,4.1,51.8,0.4,1057.142857,13.3,232.5714286,6.7,10.57142857,1.5,2.642857143,0.8
1,271,27.1,7.4,6.775,3.9,14.51785714,6,13.55,5.6,19.35714286,6.6,34.84285714,3.9,7.742857143,0,24.19642857,14,29.03571429,7,47.425,11.8,212.9285714,12.1,1.935714286,0.6,38.71428571,5.8,871.0714286,17.4,5.807142857,3.3,38.71428571,10.9,47.425,9.8,967.8571429,17.9,212.9285714,15.1,9.678571429,5.9,2.419642857,1
2,274,27.4,5.7,6.85,3.1,14.67857143,6.9,13.7,8.8,19.57142857,7.8,35.22857143,3.9,7.828571429,0,24.46428571,11.2,29.35714286,8.4,47.95,14.3,215.2857143,12.2,1.957142857,0.7,39.14285714,6.9,880.7142857,22.1,5.871428571,3.9,39.14285714,17,47.95,14,978.5714286,21.5,215.2857143,11.9,9.785714286,5.7,2.446428571,1
3,288,28.8,5.8,7.2,4.6,15.42857143,6.8,14.4,6.6,20.57142857,8.5,37.02857143,3.4,8.228571429,0,25.71428571,13.8,30.85714286,7.5,50.4,12.9,226.2857143,12.4,2.057142857,0.8,41.14285714,4.6,925.7142857,26.5,6.171428571,3,41.14285714,10.1,50.4,14.5,1028.571429,20.5,226.2857143,15.8,10.28571429,5.5,2.571428571,1
4,264,26.4,8,6.6,3.4,14.14285714,4.4,13.2,9.2,18.85714286,9,33.94285714,3,7.542857143,0,23.57142857,14.4,28.28571429,6.3,46.2,10.1,207.4285714,12.5,1.885714286,0.7,37.71428571,6.2,848.5714286,27.3,5.657142857,3.1,37.71428571,10,46.2,12.2,942.8571429,21.2,207.4285714,13.1,9.428571429,4.3,2.357142857,1
5,299,29.9,8.8,7.475,3.4,16.01785714,5.1,14.95,6.5,21.35714286,7.5,38.44285714,3.3,8.542857143,0,26.69642857,15.9,32.03571429,7.8,52.325,15.5,234.9285714,13,2.135714286,0.5,42.71428571,6.5,961.0714286,23.8,6.407142857,3.2,42.71428571,12.3,52.325,12.7,1067.857143,21.2,234.9285714,13.7,10.67857143,5.9,2.669642857,1
6,294,29.4,7.1,7.35,4.1,15.75,5.8,14.7,8.8,21,5.8,37.8,3.7,8.4,0,26.25,12,31.5,6.2,51.45,12.5,231,11.2,2.1,0.6,42,6.1,945,19.1,6.3,3.4,42,16.7,51.45,8.3,1050,17.1,231,14.8,10.5,4.5,2.625,1
7,258,25.8,5.8,6.45,4,13.82142857,6.3,12.9,9,18.42857143,8.3,33.17142857,3.2,7.371428571,0,23.03571429,15.9,27.64285714,6.2,45.15,12.8,202.7142857,12.3,1.842857143,1,36.85714286,5.4,829.2857143,17.2,5.528571429,3.3,36.85714286,19.4,45.15,12.3,921.4285714,21.1,202.7142857,13.3,9.214285714,4.3,2.303571429,1
1,302,30.2,1.1,7.55,1.9,16.17857143,3.9,15.1,4.2,21.57142857,2.1,38.82857143,2.2,8.628571429,0,26.96428571,7.7,32.35714286,4.2,52.85,8.8,237.2857143,9.4,2.157142857,0.2,43.14285714,1.2,970.7142857,13.7,6.471428571,2.4,43.14285714,7.5,52.85,7.5,1078.571429,12.1,237.2857143,6.6,10.78571429,1.5,2.696428571,0.9
2,296,29.6,7.2,7.4,4,15.85714286,5.8,14.8,6.5,21.14285714,5.9,38.05714286,3.6,8.457142857,0,26.42857143,14.2,31.71428571,7.5,51.8,11.3,232.5714286,11.8,2.114285714,0.7,42.28571429,6.4,951.4285714,22.5,6.342857143,3.9,42.28571429,10.8,51.8,8.5,1057.142857,15,232.5714286,13.1,10.57142857,3.9,2.642857143,1
3,265,26.5,1.4,6.625,1.2,14.19642857,1.2,13.25,3.4,18.92857143,3.6,34.07142857,1.4,7.571428571,0,23.66071429,5.3,28.39285714,5.4,46.375,6.3,208.2142857,8.5,1.892857143,0.2,37.85714286,1.7,851.7857143,12.5,5.678571429,2.4,37.85714286,6.7,46.375,6.9,946.4285714,13.7,208.2142857,6.5,9.464285714,2.5,2.366071429,0.7
4,273,27.3,6,6.825,4.6,14.625,4.2,13.65,8.1,19.5,8.5,35.1,3.5,7.8,0,24.375,15.7,29.25,6.2,47.775,14.7,214.5,12.2,1.95,0.5,39,4.3,877.5,17.2,5.85,3.4,39,15.5,47.775,14,975,17.5,214.5,11.3,9.75,3.4,2.4375,1
5,298,29.8,2.2,7.45,1.5,15.96428571,1,14.9,2.2,21.28571429,4.6,38.31428571,2.6,8.514285714,0,26.60714286,5.8,31.92857143,5.2,52.15,2.7,234.1428571,8.4,2.128571429,0.2,42.57142857,2.6,957.8571429,10,6.385714286,1.2,42.57142857,7,52.15,3.5,1064.285714,11.9,234.1428571,6.9,10.64285714,1.9,2.660714286,0.2
6,306,30.6,4.4,7.65,1.4,16.39285714,2,15.3,2.5,21.85714286,3.9,39.34285714,1,8.742857143,0,27.32142857,5.4,32.78571429,3.5,53.55,7.7,240.4285714,4,2.185714286,0.3,43.71428571,2.2,983.5714286,15.7,6.557142857,2,43.71428571,7,53.55,7.1,1092.857143,9.1,240.4285714,7.5,10.92857143,2.3,2.732142857,0.3
7,261,26.1,7.1,6.525,4.6,13.98214286,6.5,13.05,8.3,18.64285714,5.2,33.55714286,3.6,7.457142857,0,23.30357143,13.2,27.96428571,6,45.675,14.6,205.0714286,12.4,1.864285714,1.1,37.28571429,5.6,838.9285714,19.3,5.592857143,3.1,37.28571429,10.6,45.675,11.3,932.1428571,16.8,205.0714286,12,9.321428571,5.4,2.330357143,1
1,261,26.1,6.7,6.525,4.6,13.98214286,5.4,13.05,8.6,18.64285714,5.9,33.55714286,3.8,7.457142857,0,23.30357143,15.7,27.96428571,8.8,45.675,10.6,205.0714286,12.1,1.864285714,1.2,37.28571429,7.9,838.9285714,22.2,5.592857143,3,37.28571429,11.1,45.675,13,932.1428571,20.1,205.0714286,12.6,9.321428571,3.3,2.330357143,1
2,283,28.3,4.3,7.075,2.4,15.16071429,1,14.15,4,20.21428571,2.5,36.38571429,2.4,8.085714286,0,25.26785714,5.2,30.32142857,3.1,49.525,6.7,222.3571429,7.8,2.021428571,0.1,40.42857143,2.6,909.6428571,12.1,6.064285714,2.3,40.42857143,5.6,49.525,0.7,1010.714286,7.2,222.3571429,8.2,10.10714286,2.7,2.526785714,0.1
3,300,30,3,7.5,2.7,16.07142857,3,15,4.9,21.42857143,4,38.57142857,1.1,8.571428571,0,26.78571429,9.5,32.14285714,5.1,52.5,5.6,235.7142857,7.7,2.142857143,0.1,42.85714286,3.9,964.2857143,10.3,6.428571429,1.4,42.85714286,2.9,52.5,7.4,1071.428571,10.3,235.7142857,9.1,10.71428571,2.4,2.678571429,0.9
4,282,28.2,5,7.05,4.9,15.10714286,4.7,14.1,8.5,20.14285714,9.1,36.25714286,3.9,8.057142857,0,25.17857143,11.4,30.21428571,6.7,49.35,9.1,221.5714286,13.4,2.014285714,0.5,40.28571429,4.1,906.4285714,24.5,6.042857143,3.4,40.28571429,19.2,49.35,11.8,1007.142857,20.4,221.5714286,12.3,10.07142857,4.9,2.517857143,1
5,287,28.7,6.7,7.175,3.5,15.375,4.7,14.35,8.1,20.5,9.6,36.9,3.4,8.2,0,25.625,14.8,30.75,7.2,50.225,9.8,225.5,12,2.05,0.8,41,4.2,922.5,18.6,6.15,3.5,41,11.5,50.225,9.5,1025,18.9,225.5,12.1,10.25,5.9,2.5625,1
6,276,27.6,8.7,6.9,4.4,14.78571429,8.3,13.8,5.4,19.71428571,7.1,35.48571429,3.4,7.885714286,0,24.64285714,13.4,29.57142857,7.8,48.3,13,216.8571429,12.3,1.971428571,1.2,39.42857143,4.8,887.1428571,25.1,5.914285714,3.3,39.42857143,16.5,48.3,14.8,985.7142857,15.1,216.8571429,13.2,9.857142857,5.2,2.464285714,1
7,265,26.5,7.1,6.625,4.6,14.19642857,7.9,13.25,8.8,18.92857143,7.3,34.07142857,3.6,7.571428571,0,23.66071429,15.7,28.39285714,7.6,46.375,13.1,208.2142857,13.4,1.892857143,0.7,37.85714286,4.5,851.7857143,18.5,5.678571429,3.2,37.85714286,19.2,46.375,9.8,946.4285714,21,208.2142857,15.6,9.464285714,5.8,2.366071429,1
1,289,28.9,7.9,7.225,3.9,15.48214286,8.7,14.45,6.9,20.64285714,8.9,37.15714286,3.5,8.257142857,0,25.80357143,12.8,30.96428571,6.3,50.575,10.8,227.0714286,11.8,2.064285714,1.2,41.28571429,7.1,928.9285714,22.4,6.192857143,3.7,41.28571429,15.7,50.575,11.7,1032.142857,20.3,227.0714286,14.8,10.32142857,5.8,2.580357143,1
2,300,30,5.7,7.5,3.2,16.07142857,6.8,15,7,21.42857143,8.2,38.57142857,3,8.571428571,0,26.78571429,14.6,32.14285714,8,52.5,12.8,235.7142857,11.5,2.142857143,0.9,42.85714286,6.4,964.2857143,17.4,6.428571429,3.5,42.85714286,19.9,52.5,9.5,1071.428571,21.4,235.7142857,15.8,10.71428571,3.3,2.678571429,1
3,262,26.2,8.4,6.55,4.7,14.03571429,6.2,13.1,8.4,18.71428571,6.6,33.68571429,3.4,7.485714286,0,23.39285714,15.2,28.07142857,6.8,45.85,15.3,205.8571429,11.4,1.871428571,1.2,37.42857143,6.2,842.1428571,20.4,5.614285714,3.7,37.42857143,19.3,45.85,8.3,935.7142857,16,205.8571429,13.5,9.357142857,3.8,2.339285714,1
